action,condition,error_type,kappa,lambda_reward,mae,max,max_abs,mean_abs_common_shift,mean_centered_bias_l2,mean_max_abs_action_residual,median,min,mixture,model_seed,n,n_anchors,p90_abs,record_type,rmse,signed_mean
minus,confounded,total_neural_do_error,0.3,0.2,0.09227545154259449,0.22153250424454995,0.23012742011745768,,,,-0.06946428728938969,-0.23012742011745768,logger1_heavy,1,78,,0.18215025818187558,action_error,0.10946341231837156,-0.0651639028408357
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.0640571077250187,0.2720856840806323,0.2720856840806323,,,,-0.007722560005248402,-0.16637124980074347,logger1_heavy,1,78,,0.14472366059702502,action_error,0.08299116993191677,0.0032542248023730447
base,confounded,total_neural_do_error,0.3,0.2,0.0640571077250188,0.2720856840806323,0.2720856840806323,,,,-0.007722560005248402,-0.16637124980074303,logger1_heavy,1,78,,0.14472366059702502,action_error,0.08299116993191685,0.0032542248023730547
plus,confounded,population_causal_bias,0.3,0.2,0.14771648773244497,0.15706693581774678,0.15706693581774678,,,,0.1481451922550212,0.14281695027842423,logger1_heavy,1,78,,0.15010368225953594,action_error,0.14773768362744716,0.14771648773244497
plus,confounded,neural_approximation_error,0.3,0.2,0.09307534123097487,0.15872326030948436,0.24742717649073454,,,,-0.07586889181817258,-0.24742717649073454,logger1_heavy,1,78,,0.1787155679853261,action_error,0.11094051012361539,-0.07406019295293681
plus,confounded,total_neural_do_error,0.3,0.2,0.09036549179889285,0.30224942252087406,0.30224942252087406,,,,0.07131504841891745,-0.10385213264555437,logger1_heavy,1,78,,0.17715586162338987,action_error,0.11053625209482253,0.07365629477950819
minus,confounded,population_causal_bias,0.3,0.2,0.14852115442627584,-0.14308540965292726,0.15772642854622876,,,,-0.14847243096707907,-0.15772642854622876,logger1_heavy,2,78,,0.15101783724722168,action_error,0.14854099341884017,-0.14852115442627584
minus,confounded,neural_approximation_error,0.3,0.2,0.11298439963404412,0.35564426262647864,0.35564426262647864,,,,0.09716177410040605,-0.08719536630157032,logger1_heavy,2,78,,0.2254664295938825,action_error,0.1322372048947955,0.10991528454448779
minus,confounded,total_neural_do_error,0.3,0.2,0.0698932960884813,0.21198679811761645,0.2394007797187272,,,,-0.05115569638451212,-0.2394007797187272,logger1_heavy,2,78,,0.12278733889537524,action_error,0.0833738552258538,-0.03860586988178804
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.05525925790336098,0.26953753524825874,0.26953753524825874,,,,0.009948458271636929,-0.1702783472543139,logger1_heavy,2,78,,0.12169117061047624,action_error,0.07387722428116249,0.017976247805937408
base,confounded,total_neural_do_error,0.3,0.2,0.05525925790336107,0.26953753524825874,0.26953753524825874,,,,0.009948458271637373,-0.1702783472543139,logger1_heavy,2,78,,0.12169117061047638,action_error,0.07387722428116257,0.017976247805937418
plus,confounded,population_causal_bias,0.3,0.2,0.14771648773244497,0.15706693581774678,0.15706693581774678,,,,0.1481451922550212,0.14281695027842423,logger1_heavy,2,78,,0.15010368225953594,action_error,0.14773768362744716,0.14771648773244497
plus,confounded,neural_approximation_error,0.3,0.2,0.08633365265241962,0.17918843560682918,0.25439123637877614,,,,-0.07956490362890856,-0.25439123637877614,logger1_heavy,2,78,,0.16826487305929935,action_error,0.10292838953226394,-0.07141493682100362
plus,confounded,total_neural_do_error,0.3,0.2,0.08520896085373462,0.3227145978182189,0.3227145978182189,,,,0.06803095205590526,-0.10506256927645152,logger1_heavy,2,78,,0.16743249176921646,action_error,0.10589235757758113,0.07630155091144136
minus,confounded,population_causal_bias,0.3,0.2,0.11794326969145448,-0.11362664884203033,0.12525334031612279,,,,-0.11790457753268058,-0.12525334031612279,logger12_balanced,0,78,,0.11992592957867627,action_error,0.11795902418554971,-0.11794326969145448
minus,confounded,neural_approximation_error,0.3,0.2,0.07634429877060445,0.2456275116009876,0.2456275116009876,,,,0.06305239611957503,-0.10011300965986791,logger12_balanced,0,78,,0.16069176387692807,action_error,0.09408536354555361,0.06779895568322292
minus,confounded,total_neural_do_error,0.3,0.2,0.06950108233136636,0.13154658390277296,0.22098201443231602,,,,-0.05397095933903717,-0.22098201443231602,logger12_balanced,0,78,,0.12701587331267852,action_error,0.08241019501097513,-0.05014431400823158
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.05139656230279984,0.1737047892646344,0.1737047892646344,,,,0.004167979481482398,-0.15200493166714235,logger12_balanced,0,78,,0.10989871990244375,action_error,0.06566420618389167,0.004304063859951021
base,confounded,total_neural_do_error,0.3,0.2,0.05139656230279993,0.1737047892646344,0.1737047892646344,,,,0.00416797948148262,-0.1520049316671419,logger12_balanced,0,78,,0.10989871990244375,action_error,0.06566420618389175,0.004304063859951031
plus,confounded,population_causal_bias,0.3,0.2,0.11730426966988301,0.12472962550232847,0.12472962550232847,,,,0.11764471149663502,0.11341346051521972,logger12_balanced,0,78,,0.11919998297080787,action_error,0.11732110170414949,0.11730426966988301
plus,confounded,neural_approximation_error,0.3,0.2,0.07364525457576505,0.11772754522526929,0.2244440662139997,,,,-0.055463752035247005,-0.2244440662139997,logger12_balanced,0,78,,0.1341375588116931,action_error,0.0889353644986707,-0.057864532435802106
plus,confounded,total_neural_do_error,0.3,0.2,0.07221563398953351,0.23640831827982112,0.23640831827982112,,,,0.061196885340525364,-0.11042859021929718,logger12_balanced,0,78,,0.13958354370576126,action_error,0.08994805558276274,0.05943973723408092
minus,confounded,population_causal_bias,0.3,0.2,0.11794326969145448,-0.11362664884203033,0.12525334031612279,,,,-0.11790457753268058,-0.12525334031612279,logger12_balanced,1,78,,0.11992592957867627,action_error,0.11795902418554971,-0.11794326969145448
minus,confounded,neural_approximation_error,0.3,0.2,0.07491260919395362,0.3207946298446753,0.3207946298446753,,,,0.054059538074229474,-0.11922330878769483,logger12_balanced,1,78,,0.1775255649916731,action_error,0.09763693899068845,0.05735318045372807
minus,confounded,total_neural_do_error,0.3,0.2,0.08529103828757151,0.20671370214646068,0.23810272062228233,,,,-0.062274207843566964,-0.23810272062228233,logger12_balanced,1,78,,0.15971164656641457,action_error,0.09977202597083891,-0.06059008923772643
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.05622701512795706,0.24199528549104476,0.24199528549104476,,,,0.0020283835406302853,-0.16835496411574002,logger12_balanced,1,78,,0.12484992792301605,action_error,0.07501277009472548,0.007331794227776806
base,confounded,total_neural_do_error,0.3,0.2,0.05622701512795713,0.24199528549104476,0.24199528549104476,,,,0.0020283835406302853,-0.16835496411574002,logger12_balanced,1,78,,0.12484992792301573,action_error,0.07501277009472553,0.007331794227776816
plus,confounded,population_causal_bias,0.3,0.2,0.11730426966988301,0.12472962550232847,0.12472962550232847,,,,0.11764471149663502,0.11341346051521972,logger12_balanced,1,78,,0.11919998297080787,action_error,0.11732110170414949,0.11730426966988301
plus,confounded,neural_approximation_error,0.3,0.2,0.06713971252977458,0.1683969715019753,0.24186501028140084,,,,-0.04624775814204796,-0.24186501028140084,logger12_balanced,1,78,,0.13776479078639403,action_error,0.0849582624667269,-0.03988153057823411
plus,confounded,total_neural_do_error,0.3,0.2,0.08952172115116923,0.28678621744899946,0.28678621744899946,,,,0.0701633904862522,-0.12784953428669832,logger12_balanced,1,78,,0.16182322619564674,action_error,0.10777156682937566,0.07742273909164893
minus,confounded,population_causal_bias,0.3,0.2,0.11794326969145448,-0.11362664884203033,0.12525334031612279,,,,-0.11790457753268058,-0.12525334031612279,logger12_balanced,2,78,,0.11992592957867627,action_error,0.11795902418554971,-0.11794326969145448
minus,confounded,neural_approximation_error,0.3,0.2,0.07438996836565408,0.3134007021534897,0.3134007021534897,,,,0.05478058823751342,-0.11487817106625187,logger12_balanced,2,78,,0.1539741710619845,action_error,0.09471612717330848,0.06211408278225519
minus,confounded,total_neural_do_error,0.3,0.2,0.0761826403370723,0.19931977445527504,0.23163871373138978,,,,-0.06368546726533508,-0.23163871373138978,logger12_balanced,2,78,,0.1462770854558772,action_error,0.09092083661274648,-0.05582918690919931
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.05121483710867042,0.24748159591897734,0.24748159591897734,,,,0.009787802258656164,-0.16135612883062356,logger12_balanced,2,78,,0.11091122784661168,action_error,0.06900690363382399,0.009638383480044858
base,confounded,total_neural_do_error,0.3,0.2,0.05121483710867051,0.24748159591897734,0.24748159591897734,,,,0.009787802258656164,-0.1613561288306231,logger12_balanced,2,78,,0.11091122784661168,action_error,0.06900690363382404,0.009638383480044869
plus,confounded,population_causal_bias,0.3,0.2,0.11730426966988301,0.12472962550232847,0.12472962550232847,,,,0.11764471149663502,0.11341346051521972,logger12_balanced,2,78,,0.11919998297080787,action_error,0.11732110170414949,0.11730426966988301
plus,confounded,neural_approximation_error,0.3,0.2,0.06366090455263076,0.18313584322164322,0.21115396072507453,,,,-0.04132705854249141,-0.21115396072507453,logger12_balanced,2,78,,0.1355734129575282,action_error,0.08169039809814595,-0.041758835735414494
plus,confounded,total_neural_do_error,0.3,0.2,0.08588529742857148,0.2971125014483351,0.2971125014483351,,,,0.07670983284826272,-0.09239981455134982,logger12_balanced,2,78,,0.15206267369739088,action_error,0.10296647519756412,0.07554543393446853
minus,confounded,population_causal_bias,0.3,0.2,0.08736538495663287,-0.08416788803113384,0.09278025208601692,,,,-0.08733672409828186,-0.09278025208601692,logger2_heavy,0,78,,0.0888340219101309,action_error,0.08737705495225896,-0.08736538495663287
minus,confounded,neural_approximation_error,0.3,0.2,0.06652873102557709,0.20238276410304845,0.20238276410304845,,,,0.05693900495672555,-0.11218990988153488,logger2_heavy,0,78,,0.12810163929481613,action_error,0.0816213365351714,0.05783673720676763
minus,confounded,total_neural_do_error,0.3,0.2,0.052421686614003496,0.11787837321548222,0.19635779791266872,,,,-0.029205366071956673,-0.19635779791266872,logger2_heavy,0,78,,0.0943211048838416,action_error,0.06478975628029553,-0.029528647749865255
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.04626405679522014,0.15828701395131128,0.15931644386012644,,,,0.010817585972192179,-0.15931644386012644,logger2_heavy,0,78,,0.10537226623023126,action_error,0.06079809081948537,0.015412229087686323
base,confounded,total_neural_do_error,0.3,0.2,0.0462640567952202,0.15828701395131128,0.159316443860126,,,,0.0108175859721924,-0.159316443860126,logger2_heavy,0,78,,0.10537226623023158,action_error,0.06079809081948543,0.015412229087686332
plus,confounded,population_causal_bias,0.3,0.2,0.08689205160732055,0.09239231518690971,0.09239231518690971,,,,0.08714423073824773,0.08400997075201477,logger2_heavy,0,78,,0.08829628368207967,action_error,0.08690451978085124,0.08689205160732055
plus,confounded,neural_approximation_error,0.3,0.2,0.05164856518359162,0.13839683260606206,0.20768021735572573,,,,-0.026896592251912654,-0.20768021735572573,logger2_heavy,0,78,,0.10347993558938284,action_error,0.06610119319210127,-0.025680778551451677
plus,confounded,total_neural_do_error,0.3,0.2,0.07121045879726312,0.22630851635017413,0.22630851635017413,,,,0.060681435447498655,-0.12322430921150218,logger2_heavy,0,78,,0.13903436184504603,action_error,0.08638715106349666,0.06121127305586888
minus,confounded,population_causal_bias,0.3,0.2,0.08736538495663287,-0.08416788803113384,0.09278025208601692,,,,-0.08733672409828186,-0.09278025208601692,logger2_heavy,1,78,,0.0888340219101309,action_error,0.08737705495225896,-0.08736538495663287
minus,confounded,neural_approximation_error,0.3,0.2,0.05911449042290643,0.24809552758501718,0.24809552758501718,,,,0.0405813065076539,-0.12334278834435741,logger2_heavy,1,78,,0.1214650429624521,action_error,0.07610238838706884,0.041461508788752786
minus,confounded,total_neural_do_error,0.3,0.2,0.0640791927986509,0.16359113669745096,0.20751067637549125,,,,-0.047175595214935195,-0.20751067637549125,logger2_heavy,1,78,,0.11173889356929968,action_error,0.07863818408287317,-0.045903876167880095
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.045392081885340566,0.1874981191129783,0.1874981191129783,,,,-0.0007355591050666188,-0.16798923756623196,logger2_heavy,1,78,,0.10546828539825523,action_error,0.061453407257054074,0.0002863349550988895
base,confounded,total_neural_do_error,0.3,0.2,0.04539208188534065,0.1874981191129783,0.1874981191129783,,,,-0.0007355591050663968,-0.16798923756623152,logger2_heavy,1,78,,0.10546828539825535,action_error,0.061453407257054116,0.00028633495509889945
plus,confounded,population_causal_bias,0.3,0.2,0.08689205160732055,0.09239231518690971,0.09239231518690971,,,,0.08714423073824773,0.08400997075201477,logger2_heavy,1,78,,0.08829628368207967,action_error,0.08690451978085124,0.08689205160732055
plus,confounded,neural_approximation_error,0.3,0.2,0.05706330983677205,0.13750707640080506,0.223575937112392,,,,-0.039656895570278516,-0.223575937112392,logger2_heavy,1,78,,0.11400863165808217,action_error,0.07302284723795034,-0.038637718958913374
plus,confounded,total_neural_do_error,0.3,0.2,0.0630609413273276,0.22520281413934118,0.22520281413934118,,,,0.04661808812191687,-0.13912002896816844,logger2_heavy,1,78,,0.12226727954505993,action_error,0.07850936088457083,0.04825433264840718
minus,confounded,population_causal_bias,0.3,0.2,0.08736538495663287,-0.08416788803113384,0.09278025208601692,,,,-0.08733672409828186,-0.09278025208601692,logger2_heavy,2,78,,0.0888340219101309,action_error,0.08737705495225896,-0.08736538495663287
minus,confounded,neural_approximation_error,0.3,0.2,0.05965033014803558,0.24830130922034543,0.24830130922034543,,,,0.044991549803671704,-0.06946560666569024,logger2_heavy,2,78,,0.1145686783112644,action_error,0.07564079378963415,0.04850016780817773
minus,confounded,total_neural_do_error,0.3,0.2,0.058041361319841056,0.1637969183327792,0.1637969183327792,,,,-0.042887887994902174,-0.1559548975287548,logger2_heavy,2,78,,0.11831988522448068,action_error,0.06995200717027643,-0.03886521714845513
base,confounded,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.2,0.042717739390610215,0.19797461082396905,0.19797461082396905,,,,0.009983817006805618,-0.10563058352672305,logger2_heavy,2,78,,0.09217123881658841,action_error,0.05636234793630284,0.008611798753075186
base,confounded,total_neural_do_error,0.3,0.2,0.042717739390610285,0.19797461082396905,0.19797461082396905,,,,0.009983817006805618,-0.10563058352672261,logger2_heavy,2,78,,0.09217123881658869,action_error,0.05636234793630288,0.008611798753075196
plus,confounded,population_causal_bias,0.3,0.2,0.08689205160732055,0.09239231518690971,0.09239231518690971,,,,0.08714423073824773,0.08400997075201477,logger2_heavy,2,78,,0.08829628368207967,action_error,0.08690451978085124,0.08689205160732055
plus,confounded,neural_approximation_error,0.3,0.2,0.04926089807206927,0.1485010173572925,0.1485010173572925,,,,-0.028008714259827094,-0.145978496617849,logger2_heavy,2,78,,0.1134524530842502,action_error,0.064132976836544,-0.02961505287939017
plus,confounded,total_neural_do_error,0.3,0.2,0.06799064518431326,0.23292817159928658,0.23292817159928658,,,,0.05869338644056882,-0.06152258847362546,logger2_heavy,2,78,,0.11775575332597013,action_error,0.0806647966912674,0.05727699872793037
minus,independent_latents,population_causal_bias,0.3,0.2,2.9890619893754217e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.1102230246251565e-16,-4.440892098500626e-16,logger1_heavy,0,78,,8.881784197001252e-16,action_error,4.3145506698820683e-16,2.5335858767086904e-16
minus,independent_latents,neural_approximation_error,0.3,0.2,0.023486431185670807,0.10764836371422737,0.13967789372820416,,,,-0.0009337590392153317,-0.13967789372820416,logger1_heavy,0,78,,0.04998487175683385,action_error,0.03661874099530859,-0.0022007800644995657
minus,independent_latents,total_neural_do_error,0.3,0.2,0.023486431185670675,0.10764836371422692,0.1396778937282046,,,,-0.0009337590392151096,-0.1396778937282046,logger1_heavy,0,78,,0.04998487175683372,action_error,0.0366187409953085,-0.0022007800644993124
base,independent_latents,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.2,0.0230446762098887,0.10585055313608827,0.1253040866473829,,,,0.0014277457564917384,-0.1253040866473829,logger1_heavy,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047005153
base,independent_latents,total_neural_do_error,0.3,0.2,0.023044676209888718,0.10585055313608827,0.12530408664738246,,,,0.0014277457564915164,-0.12530408664738246,logger1_heavy,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047004155
plus,independent_latents,population_causal_bias,0.3,0.2,2.277380563333654e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,3.4609675811406943e-16,1.708035422500241e-16
plus,independent_latents,neural_approximation_error,0.3,0.2,0.02227397445288501,0.09518360060658537,0.12421904510840154,,,,0.0018280110513235748,-0.12421904510840154,logger1_heavy,0,78,,0.04551133433508004,action_error,0.03314783778481657,0.0009463372177775603
plus,independent_latents,total_neural_do_error,0.3,0.2,0.022273974452884985,0.09518360060658537,0.1242190451084011,,,,0.0018280110513235748,-0.1242190451084011,logger1_heavy,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177777311
minus,independent_latents,population_causal_bias,0.3,0.2,2.9890619893754217e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.1102230246251565e-16,-4.440892098500626e-16,logger1_heavy,1,78,,8.881784197001252e-16,action_error,4.3145506698820683e-16,2.5335858767086904e-16
minus,independent_latents,neural_approximation_error,0.3,0.2,0.023527188454977886,0.11058886267502244,0.15156308137422414,,,,-0.005272562204980291,-0.15156308137422414,logger1_heavy,1,78,,0.07702141044360093,action_error,0.040604897076098524,-0.010722390664794312
minus,independent_latents,total_neural_do_error,0.3,0.2,0.023527188454977754,0.11058886267502199,0.15156308137422414,,,,-0.005272562204980069,-0.15156308137422414,logger1_heavy,1,78,,0.07702141044360031,action_error,0.040604897076098406,-0.010722390664794058
base,independent_latents,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.2,0.023473740391868895,0.1167839062559981,0.1554955061624459,,,,-0.0031097120838927683,-0.1554955061624459,logger1_heavy,1,78,,0.07142490156043793,action_error,0.041021649492144395,-0.009593355155233258
base,independent_latents,total_neural_do_error,0.3,0.2,0.023473740391868836,0.1167839062559981,0.15549550616244545,,,,-0.0031097120838925463,-0.15549550616244545,logger1_heavy,1,78,,0.07142490156043793,action_error,0.04102164949214437,-0.009593355155233248
plus,independent_latents,population_causal_bias,0.3,0.2,2.277380563333654e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,3.4609675811406943e-16,1.708035422500241e-16
plus,independent_latents,neural_approximation_error,0.3,0.2,0.023911298937322727,0.10760940817662945,0.15987957204326486,,,,0.00041572115850740943,-0.15987957204326486,logger1_heavy,1,78,,0.06581741367747022,action_error,0.04074224042896981,-0.007350164892509481
plus,independent_latents,total_neural_do_error,0.3,0.2,0.023911298937322727,0.10760940817662945,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger1_heavy,1,78,,0.0658174136774699,action_error,0.04074224042896973,-0.0073501648925093106
minus,independent_latents,population_causal_bias,0.3,0.2,2.9890619893754217e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.1102230246251565e-16,-4.440892098500626e-16,logger1_heavy,2,78,,8.881784197001252e-16,action_error,4.3145506698820683e-16,2.5335858767086904e-16
minus,independent_latents,neural_approximation_error,0.3,0.2,0.02939126703235911,0.2757275157971142,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger1_heavy,2,78,,0.06236707687581965,action_error,0.058585899790148506,-0.0025855249720570517
minus,independent_latents,total_neural_do_error,0.3,0.2,0.029391267032359076,0.27572751579711463,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger1_heavy,2,78,,0.062367076875819036,action_error,0.058585899790148506,-0.0025855249720567984
base,independent_latents,population_causal_bias,0.3,0.2,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.2,0.028307800364539688,0.2657102854574904,0.30506311022624955,,,,-0.0018018215045008112,-0.30506311022624955,logger1_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604676,-0.003297378038543798
base,independent_latents,total_neural_do_error,0.3,0.2,0.028307800364539677,0.2657102854574904,0.3050631102262491,,,,-0.0018018215045010333,-0.3050631102262491,logger1_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604673,-0.003297378038543788
plus,independent_latents,population_causal_bias,0.3,0.2,2.277380563333654e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,2,78,,4.440892098500626e-16,action_error,3.4609675811406943e-16,1.708035422500241e-16
plus,independent_latents,neural_approximation_error,0.3,0.2,0.027547078808331665,0.2360714712564964,0.3025643834455689,,,,-0.0033295559613848447,-0.3025643834455689,logger1_heavy,2,78,,0.05057645299000441,action_error,0.054867480953129814,-0.0034082335957894517
plus,independent_latents,total_neural_do_error,0.3,0.2,0.02754707880833167,0.23607147125649686,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger1_heavy,2,78,,0.05057645299000441,action_error,0.0548674809531298,-0.003408233595789281
minus,independent_latents,population_causal_bias,0.3,0.2,2.562053133750361e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.8253257314660207e-16,1.5372318802502167e-16
minus,independent_latents,neural_approximation_error,0.3,0.2,0.023486431185670717,0.10764836371422692,0.13967789372820416,,,,-0.0009337590392146655,-0.13967789372820416,logger12_balanced,0,78,,0.04998487175683372,action_error,0.03661874099530852,-0.002200780064499466
minus,independent_latents,total_neural_do_error,0.3,0.2,0.023486431185670675,0.10764836371422692,0.1396778937282046,,,,-0.0009337590392151096,-0.1396778937282046,logger12_balanced,0,78,,0.04998487175683372,action_error,0.0366187409953085,-0.0022007800644993124
base,independent_latents,population_causal_bias,0.3,0.2,2.1065770210836303e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.297290016083114e-16,1.708035422500241e-17
base,independent_latents,neural_approximation_error,0.3,0.2,0.023044676209888725,0.10585055313608827,0.12530408664738202,,,,0.0014277457564912943,-0.12530408664738202,logger12_balanced,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047005863
base,independent_latents,total_neural_do_error,0.3,0.2,0.023044676209888718,0.10585055313608827,0.12530408664738246,,,,0.0014277457564915164,-0.12530408664738246,logger12_balanced,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047004155
plus,independent_latents,population_causal_bias,0.3,0.2,2.2489133062919837e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.433462767005543e-16,1.4518301091252047e-16
plus,independent_latents,neural_approximation_error,0.3,0.2,0.022273974452884964,0.09518360060658582,0.1242190451084011,,,,0.0018280110513231307,-0.1242190451084011,logger12_balanced,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177775859
plus,independent_latents,total_neural_do_error,0.3,0.2,0.022273974452884985,0.09518360060658537,0.1242190451084011,,,,0.0018280110513235748,-0.1242190451084011,logger12_balanced,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177777311
minus,independent_latents,population_causal_bias,0.3,0.2,2.562053133750361e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.8253257314660207e-16,1.5372318802502167e-16
minus,independent_latents,neural_approximation_error,0.3,0.2,0.023527188454977827,0.11058886267502199,0.15156308137422458,,,,-0.005272562204980513,-0.15156308137422458,logger12_balanced,1,78,,0.07702141044360106,action_error,0.040604897076098496,-0.010722390664794211
minus,independent_latents,total_neural_do_error,0.3,0.2,0.023527188454977754,0.11058886267502199,0.15156308137422414,,,,-0.005272562204980069,-0.15156308137422414,logger12_balanced,1,78,,0.07702141044360031,action_error,0.040604897076098406,-0.010722390664794058
base,independent_latents,population_causal_bias,0.3,0.2,2.1065770210836303e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.297290016083114e-16,1.708035422500241e-17
base,independent_latents,neural_approximation_error,0.3,0.2,0.023473740391868864,0.1167839062559981,0.155495506162445,,,,-0.0031097120838929904,-0.155495506162445,logger12_balanced,1,78,,0.07142490156043856,action_error,0.041021649492144374,-0.009593355155233265
base,independent_latents,total_neural_do_error,0.3,0.2,0.023473740391868836,0.1167839062559981,0.15549550616244545,,,,-0.0031097120838925463,-0.15549550616244545,logger12_balanced,1,78,,0.07142490156043793,action_error,0.04102164949214437,-0.009593355155233248
plus,independent_latents,population_causal_bias,0.3,0.2,2.2489133062919837e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.433462767005543e-16,1.4518301091252047e-16
plus,independent_latents,neural_approximation_error,0.3,0.2,0.023911298937322696,0.1076094081766299,0.15987957204326442,,,,0.00041572115850740943,-0.15987957204326442,logger12_balanced,1,78,,0.0658174136774699,action_error,0.04074224042896976,-0.007350164892509456
plus,independent_latents,total_neural_do_error,0.3,0.2,0.023911298937322727,0.10760940817662945,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger12_balanced,1,78,,0.0658174136774699,action_error,0.04074224042896973,-0.0073501648925093106
