scope,subset,kappa,horizon,family,metric,mixture,n_anchors,mean,standard_deviation,median,p10,p25,p75,p90,maximum,ci95_low,ci95_high,bootstrap_unit,bootstrap_repetitions,bootstrap_seed,action,numerator_mean,denominator_mean,ratio_defined,valid_bootstrap_repetitions,positive_margin_count,reason
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger2_heavy,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.6999999999999993,1.0,0.041666666666666664,0.25,anchor_id,100,10221,base,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger2_heavy,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,10222,plus,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,do,24,0.7916666666666666,0.41485111699905347,1.0,0.0,1.0,1.0,1.0,1.0,0.625,0.9583333333333334,anchor_id,100,10300,minus,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,do,24,0.20833333333333334,0.4148511169990534,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333333,0.375,anchor_id,100,10301,base,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,do,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,10302,plus,,,,,,
primary_common_horizon,all,0.3,1,decision_scale,balanced_error_over_action_range,logger12_balanced,24,0.5662717206722376,,,,,,,,0.521134353333157,0.6524185566989557,anchor_id,100,10400,,0.0033223639353612,0.005867084323789161,True,100,,
primary_common_horizon,all,0.3,1,decision_scale,balanced_error_over_top_second_margin,logger12_balanced,24,1.1893979686939455,,,,,,,,1.0080910021954945,1.4617397255861915,anchor_id,100,10401,,0.0033223639353612,0.0027933156292585756,True,100,24,
secondary_per_horizon,all,0.3,1,decision_regret,decision_regret_best,logger1_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.832668438854632e-06,anchor_id,100,110100,,,,,,,
secondary_per_horizon,all,0.3,1,decision_regret,decision_regret_worst,logger1_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.832668438854632e-06,anchor_id,100,110101,,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger1_heavy,24,0.875,0.3378319623460881,1.0,0.30000000000000027,1.0,1.0,1.0,1.0,0.75,1.0,anchor_id,100,110200,minus,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger1_heavy,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.6999999999999993,1.0,0.041666666666666664,0.25,anchor_id,100,110201,base,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger1_heavy,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,110202,plus,,,,,,
secondary_per_horizon,all,0.3,1,decision_regret,decision_regret_best,logger12_balanced,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,5.4636066051568415e-06,anchor_id,100,110110,,,,,,,
secondary_per_horizon,all,0.3,1,decision_regret,decision_regret_worst,logger12_balanced,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.706261142511391e-06,anchor_id,100,110111,,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger12_balanced,24,0.875,0.3378319623460881,1.0,0.30000000000000027,1.0,1.0,1.0,1.0,0.75,0.9583333333333334,anchor_id,100,110210,minus,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger12_balanced,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.6999999999999993,1.0,0.01979166666666667,0.27187499999999964,anchor_id,100,110211,base,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger12_balanced,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,110212,plus,,,,,,
secondary_per_horizon,all,0.3,1,decision_regret,decision_regret_best,logger2_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,5.529970435737042e-06,anchor_id,100,110120,,,,,,,
secondary_per_horizon,all,0.3,1,decision_regret,decision_regret_worst,logger2_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.832668438854632e-06,anchor_id,100,110121,,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger2_heavy,24,0.875,0.3378319623460881,1.0,0.30000000000000027,1.0,1.0,1.0,1.0,0.7697916666666667,1.0,anchor_id,100,110220,minus,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger2_heavy,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.6999999999999993,1.0,0.0,0.27187499999999964,anchor_id,100,110221,base,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,logger2_heavy,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,110222,plus,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,do,24,0.7916666666666666,0.41485111699905347,1.0,0.0,1.0,1.0,1.0,1.0,0.625,0.9385416666666663,anchor_id,100,110300,minus,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,do,24,0.20833333333333334,0.4148511169990534,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333333,0.375,anchor_id,100,110301,base,,,,,,
secondary_per_horizon,all,0.3,1,top_action,top_action_fraction,do,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,110302,plus,,,,,,
secondary_per_horizon,all,0.3,1,decision_scale,balanced_error_over_action_range,logger12_balanced,24,0.5662717206722376,,,,,,,,0.5146730621086189,0.6412498880867755,anchor_id,100,110400,,0.0033223639353612,0.005867084323789161,True,100,,
secondary_per_horizon,all,0.3,1,decision_scale,balanced_error_over_top_second_margin,logger12_balanced,24,1.1893979686939455,,,,,,,,1.0299662715349664,1.5323532846921915,anchor_id,100,110401,,0.0033223639353612,0.0027933156292585756,True,100,24,
primary_common_horizon,all,0.3,5,decision_regret,decision_regret_best,logger1_heavy,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,11100,,,,,,,
primary_common_horizon,all,0.3,5,decision_regret,decision_regret_worst,logger1_heavy,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,11101,,,,,,,
