scope,subset,kappa,horizon,family,metric,mixture,n_anchors,mean,standard_deviation,median,p10,p25,p75,p90,maximum,ci95_low,ci95_high,bootstrap_unit,bootstrap_repetitions,bootstrap_seed,action,numerator_mean,denominator_mean,ratio_defined,valid_bootstrap_repetitions,positive_margin_count,reason
primary_common_horizon,all,0.0,5,long_horizon,max_balanced_do_error,logger12_balanced,1994,8.253734261305577e-16,1.1788642896333635e-15,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-14,7.736929340815572e-16,8.792810456111031e-16,anchor_id,2000,1005,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_survival_difference_abs,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1006,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_termination_difference_abs,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1007,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_restricted_time_difference_abs,logger12_balanced,1994,3.711879052574913e-19,7.405171718198321e-18,0.0,0.0,0.0,0.0,0.0,1.4802973661668753e-16,7.423758105149826e-20,7.423758105149826e-19,anchor_id,2000,1008,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_future_clipping_rate,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1009,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_vs_do_top_set_disagreement,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1010,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_vs_do_strict_disagreement,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1011,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,heavy_top_set_disagreement,none,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1012,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,heavy_strict_disagreement,none,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1013,,,,,,,
primary_common_horizon,all,0.0,5,decision_regret,decision_regret_best,logger1_heavy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1100,,,,,,,
primary_common_horizon,all,0.0,5,decision_regret,decision_regret_worst,logger1_heavy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1101,,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger1_heavy,1994,0.8039117352056169,0.3971356857142596,1.0,0.0,1.0,1.0,1.0,1.0,0.785845035105316,0.8204613841524574,anchor_id,2000,1200,minus,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger1_heavy,1994,0.04012036108324975,0.1962907045662553,0.0,0.0,0.0,0.0,0.0,1.0,0.0320962888665998,0.04864593781344032,anchor_id,2000,1201,base,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger1_heavy,1994,0.1559679037111334,0.36291592533800787,0.0,0.0,0.0,0.0,1.0,1.0,0.1399197592778335,0.17251755265797392,anchor_id,2000,1202,plus,,,,,,
primary_common_horizon,all,0.0,5,decision_regret,decision_regret_best,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1110,,,,,,,
primary_common_horizon,all,0.0,5,decision_regret,decision_regret_worst,logger12_balanced,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1111,,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger12_balanced,1994,0.8039117352056169,0.3971356857142596,1.0,0.0,1.0,1.0,1.0,1.0,0.7863590772316951,0.820962888665998,anchor_id,2000,1210,minus,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger12_balanced,1994,0.04012036108324975,0.1962907045662553,0.0,0.0,0.0,0.0,0.0,1.0,0.0320962888665998,0.04864593781344032,anchor_id,2000,1211,base,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger12_balanced,1994,0.1559679037111334,0.36291592533800787,0.0,0.0,0.0,0.0,1.0,1.0,0.14040872617853561,0.1715145436308927,anchor_id,2000,1212,plus,,,,,,
primary_common_horizon,all,0.0,5,decision_regret,decision_regret_best,logger2_heavy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1120,,,,,,,
primary_common_horizon,all,0.0,5,decision_regret,decision_regret_worst,logger2_heavy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,1121,,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger2_heavy,1994,0.8039117352056169,0.3971356857142596,1.0,0.0,1.0,1.0,1.0,1.0,0.7873620862587764,0.8219658976930793,anchor_id,2000,1220,minus,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger2_heavy,1994,0.04012036108324975,0.1962907045662553,0.0,0.0,0.0,0.0,0.0,1.0,0.0320962888665998,0.04914744232698094,anchor_id,2000,1221,base,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,logger2_heavy,1994,0.1559679037111334,0.36291592533800787,0.0,0.0,0.0,0.0,1.0,1.0,0.14042126379137412,0.17251755265797392,anchor_id,2000,1222,plus,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,do,1994,0.8039117352056169,0.3971356857142596,1.0,0.0,1.0,1.0,1.0,1.0,0.7858575727181545,0.820962888665998,anchor_id,2000,1300,minus,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,do,1994,0.04012036108324975,0.1962907045662553,0.0,0.0,0.0,0.0,0.0,1.0,0.03159478435305918,0.04864593781344032,anchor_id,2000,1301,base,,,,,,
primary_common_horizon,all,0.0,5,top_action,top_action_fraction,do,1994,0.1559679037111334,0.36291592533800787,0.0,0.0,0.0,0.0,1.0,1.0,0.14042126379137412,0.17152708124373114,anchor_id,2000,1302,plus,,,,,,
primary_common_horizon,all,0.0,5,decision_scale,balanced_error_over_action_range,logger12_balanced,1994,2.040031186245375e-14,,,,,,,,1.8932655779762448e-14,2.1974630008768826e-14,anchor_id,2000,1400,,8.253734261305577e-16,0.040458863163245866,True,2000,,
primary_common_horizon,all,0.0,5,decision_scale,balanced_error_over_top_second_margin,logger12_balanced,1994,4.083778969981388e-14,,,,,,,,3.7959753058119185e-14,4.407418138114672e-14,anchor_id,2000,1401,,8.253734261305577e-16,0.020211021022382102,True,2000,1994,
secondary_per_horizon,all,0.0,5,long_horizon,absolute_initial_u_return_effect,none,2047,9.617955530053465e-17,2.0805137501218755e-15,0.0,0.0,0.0,0.0,0.0,9.059419880941277e-14,3.412927904066716e-17,2.133486714476709e-16,anchor_id,2000,101000,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,balanced_do_error,logger12_balanced,2047,3.264319643809123e-16,7.603330043700301e-16,0.0,0.0,0.0,5.921189464667501e-16,1.1842378929335002e-15,2.7829590483937256e-14,2.970718896049597e-16,3.628861853034685e-16,anchor_id,2000,101001,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,heavy_mixture_drift,none,2047,2.1897119808272097e-16,4.851533647247517e-16,0.0,0.0,0.0,5.921189464667501e-16,5.921189464667501e-16,1.4210854715202004e-14,1.9944602520216135e-16,2.416782509882607e-16,anchor_id,2000,101002,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,do_action_range,none,2047,0.04044494467622959,0.036181431187312735,0.031649778188532096,0.009725774915787255,0.018557165584905277,0.0496696499354945,0.08112005666842032,0.32239325743839586,0.03896383555566674,0.042009573129198764,anchor_id,2000,101003,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,do_top_second_margin,none,2047,0.02020794425664403,0.019470016084473567,0.015272011643636674,0.003694516006979854,0.008925048518152678,0.025067601338728984,0.04120506451244097,0.1932037529796311,0.019400406559495556,0.02110545842221037,anchor_id,2000,101004,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,max_balanced_do_error,logger12_balanced,2047,8.734260668570357e-16,2.13925438226623e-15,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,8.171241461241152e-14,7.948914826041179e-16,9.840687131802072e-16,anchor_id,2000,101005,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,balanced_survival_difference_abs,logger12_balanced,2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,101006,,,,,,,
secondary_per_horizon,all,0.0,5,long_horizon,balanced_termination_difference_abs,logger12_balanced,2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,101007,,,,,,,
