setting,lambda_reward,condition,seed,method,calibration_budget,do_mae,top_set_disagreement,mean_regret,selected_rank,calibration_replicates
M5_diverse,0.05,independent_latents,2,MSCSC_source_shuffle,16,0.047007534467976855,0.4727272727272728,0.0015511944471708144,0.2,5
M5_diverse,0.05,independent_latents,2,MSCSC_source_shuffle,64,0.03351652917470747,0.41818181818181815,0.0012973816223195442,0.0,5
M5_diverse,0.05,independent_latents,2,pooled_rank0,0,0.03243505415589048,0.4155844155844156,0.0018087572427277344,0.0,5
M5_diverse,0.05,independent_latents,2,pooled_rank0,16,0.04566528233526035,0.3246753246753247,0.0011228172768127044,0.0,5
M5_diverse,0.05,independent_latents,2,pooled_rank0,64,0.03480365139825689,0.3506493506493506,0.0011869662676866918,0.0,5
M5_redundant,0.0,confounded,0,MSCSC_correct_source,0,0.025087374002234243,0.42857142857142855,0.0019031045458938697,0.0,5
M5_redundant,0.0,confounded,0,MSCSC_correct_source,16,0.035724224040321544,0.6337662337662338,0.001974116960716028,0.4,5
M5_redundant,0.0,confounded,0,MSCSC_correct_source,64,0.029184397285280023,0.33246753246753247,0.0013898940536476766,0.0,5
M5_redundant,0.0,confounded,0,MSCSC_source_shuffle,0,0.02610523637349122,0.38961038961038963,0.0017525992691959625,0.0,5
M5_redundant,0.0,confounded,0,MSCSC_source_shuffle,16,0.0358533022785841,0.48571428571428577,0.001596538947282161,0.4,5
M5_redundant,0.0,confounded,0,MSCSC_source_shuffle,64,0.030407116335225786,0.35064935064935066,0.001522217889633931,0.2,5
M5_redundant,0.0,confounded,0,pooled_rank0,0,0.025901827290725394,0.4155844155844156,0.0018727769703784894,0.0,5
M5_redundant,0.0,confounded,0,pooled_rank0,16,0.031331067549138614,0.4597402597402597,0.0013885376746025151,0.0,5
M5_redundant,0.0,confounded,0,pooled_rank0,64,0.02958154909096159,0.3220779220779221,0.0013480413539617606,0.0,5
M5_redundant,0.0,confounded,1,MSCSC_correct_source,0,0.027231823404187235,0.49350649350649356,0.0023602687082665236,0.0,5
M5_redundant,0.0,confounded,1,MSCSC_correct_source,16,0.03258638593846923,0.7688311688311689,0.0033293964419952803,0.2,5
M5_redundant,0.0,confounded,1,MSCSC_correct_source,64,0.029161208304900554,0.6935064935064935,0.002785272610050903,0.4,5
M5_redundant,0.0,confounded,1,MSCSC_source_shuffle,0,0.027324833125821256,0.5194805194805194,0.0022422804129414303,0.0,5
M5_redundant,0.0,confounded,1,MSCSC_source_shuffle,16,0.03153842019803345,0.7012987012987013,0.0031865111009722114,0.2,5
M5_redundant,0.0,confounded,1,MSCSC_source_shuffle,64,0.03327119191157649,0.7298701298701299,0.0029103615904136682,0.4,5
M5_redundant,0.0,confounded,1,pooled_rank0,0,0.02564816427405193,0.5324675324675324,0.002668176141838351,0.0,5
M5_redundant,0.0,confounded,1,pooled_rank0,16,0.029298631739434155,0.7064935064935065,0.0035832822345973022,0.0,5
M5_redundant,0.0,confounded,1,pooled_rank0,64,0.027964137580661446,0.8077922077922077,0.003076878539810419,0.0,5
M5_redundant,0.0,confounded,2,MSCSC_correct_source,0,0.029599878362663045,0.4025974025974026,0.0017284424983302065,0.0,5
M5_redundant,0.0,confounded,2,MSCSC_correct_source,16,0.04280147279130208,0.36363636363636365,0.0011723688562877443,0.2,5
M5_redundant,0.0,confounded,2,MSCSC_correct_source,64,0.03172400466520774,0.37922077922077924,0.0013038061047666249,0.2,5
M5_redundant,0.0,confounded,2,MSCSC_source_shuffle,0,0.028931054299793785,0.4545454545454545,0.0019264824049925835,0.0,5
M5_redundant,0.0,confounded,2,MSCSC_source_shuffle,16,0.0452460777698937,0.387012987012987,0.0012365169129563845,0.2,5
M5_redundant,0.0,confounded,2,MSCSC_source_shuffle,64,0.030433980516896997,0.37402597402597404,0.0012898674851879936,0.0,5
M5_redundant,0.0,confounded,2,pooled_rank0,0,0.028877196296992858,0.4545454545454545,0.0016822143039400817,0.0,5
