setting,source_count,lambda_reward,condition,seed,method,calibration_budget,calibration_replicate,selected_rank,do_mae,do_rmse,signed_bias,top_set_disagreement,strict_flip,mean_regret,worst_tie_mean_regret,conditional_mean_regret,p90_regret,max_regret,top_1pct_regret_contribution
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,64,0,0,0.026304561455229376,0.0407061367060423,-0.009904565288963928,0.37662337662337664,0.37662337662337664,0.001905506284193512,0.001905506284193512,0.005059447720100014,0.005536482100515272,0.013251966247791458,0.0903190187254442
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,16,1,0,0.028371914043935183,0.04220171513707972,-0.011629243188491085,0.987012987012987,0.987012987012987,0.003055983278627651,0.003055983278627651,0.003096193584925383,0.006269755787305798,0.0072405946980955704,0.030770357297272982
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,64,1,0,0.026942419026786298,0.04110864129740445,-0.011260502795005121,0.2077922077922078,0.2077922077922078,0.0008154620345680553,0.0008154620345680553,0.003924411041358766,0.003864688709002984,0.006226166062848204,0.09915765061992096
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,16,2,1,0.05971840120301736,0.09571722712325503,-0.026443545826466946,0.4675324675324675,0.4675324675324675,0.0014230623862726425,0.0014230623862726425,0.003043772326194263,0.004000514795997926,0.007044185483968679,0.06428595769637784
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,64,2,0,0.030022374453923972,0.04343677281399125,-0.016542762358696183,0.18181818181818182,0.18181818181818182,0.000727608427004354,0.000727608427004354,0.004001846348523947,0.003083142528157802,0.011505416024836235,0.20535906648404084
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,16,3,0,0.02573341840655457,0.04013264998828304,0.004905342234448691,0.18181818181818182,0.18181818181818182,0.0006708649318680961,0.0006708649318680961,0.0036897571252745287,0.0028551445263159014,0.011505416024836235,0.22272886871498349
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,64,3,0,0.03312201628823678,0.04560855441867627,-0.022654639233815384,0.4155844155844156,0.4155844155844156,0.00214326813009995,0.00214326813009995,0.005157238938053005,0.005671927372521425,0.013251966247791458,0.08029954598144447
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,16,4,1,0.04298059485650371,0.0564101010457046,-0.022806544534485097,0.987012987012987,0.987012987012987,0.0030663599615515934,0.0030663599615515934,0.0031067068031509566,0.006269755787305798,0.0072405946980955704,0.030666229195832256
M2_diverse,2,0.0,confounded,0,MSCSC_source_shuffle,64,4,1,0.033710356395122244,0.04700766577316267,-0.019129972827470827,0.8051948051948052,0.8051948051948052,0.002583363227304438,0.002583363227304438,0.0032083704597168023,0.0061424222195808125,0.0072405946980955704,0.03639971970801111
M2_diverse,2,0.0,confounded,1,pooled_rank0,16,0,0,0.030127810903411965,0.041590953431759066,0.00380267854818344,0.8571428571428571,0.8571428571428571,0.005408394569548245,0.005408394569548245,0.0063097936644729525,0.012813102826615986,0.014561894727489477,0.03496703384147106
M2_diverse,2,0.0,confounded,1,pooled_rank0,64,0,0,0.028886866636372594,0.04081509549764674,-0.0047297864463130435,0.9090909090909091,0.9090909090909091,0.003988851708977259,0.003988851708977259,0.004387736879874985,0.0067147226869477316,0.014169029059608373,0.04613191410359032
M2_diverse,2,0.0,confounded,1,pooled_rank0,16,1,0,0.030893417876972647,0.04251235518317983,-0.010448936393307441,0.42857142857142855,0.42857142857142855,0.0012424978293760357,0.0012424978293760357,0.0028991616018774168,0.0032108324208326893,0.007044185483968679,0.07362823998587666
M2_diverse,2,0.0,confounded,1,pooled_rank0,64,1,0,0.02835074566532647,0.04025222908522413,-0.0059091551263148355,0.37662337662337664,0.37662337662337664,0.0015551079438652898,0.0015551079438652898,0.004129079713021631,0.005100999462946377,0.014169029059608373,0.11832835472058935
M2_diverse,2,0.0,confounded,1,pooled_rank0,16,2,0,0.035455537086017404,0.04637620230425646,0.0221309829714098,0.8701298701298701,0.8701298701298701,0.0027079471695263192,0.0027079471695263192,0.0031121183888586056,0.006269755787305798,0.0072405946980955704,0.03472508564275763
M2_diverse,2,0.0,confounded,1,pooled_rank0,64,2,0,0.031840183444802245,0.04289930051222331,0.00398655417259116,0.948051948051948,0.948051948051948,0.00481308570110154,0.00481308570110154,0.005076816424449569,0.008865097289182012,0.014561894727489477,0.03929194859300763
M2_diverse,2,0.0,confounded,1,pooled_rank0,16,3,0,0.02807097335752077,0.03993667446855915,-0.0017354393374060667,0.5194805194805194,0.5194805194805194,0.0018534914283529454,0.0018534914283529454,0.0035679709995794203,0.0043143644870706896,0.014169029059608373,0.09927931772202303
M2_diverse,2,0.0,confounded,1,pooled_rank0,64,3,0,0.031090019717246453,0.04277136452428369,-0.014267058913382731,0.8571428571428571,0.8571428571428571,0.0027031540064563027,0.0027031540064563027,0.00315367967419902,0.006269755787305798,0.0072405946980955704,0.03478665927034544
M2_diverse,2,0.0,confounded,1,pooled_rank0,16,4,0,0.03307528489167379,0.044525962493358294,-0.011341137790461654,0.948051948051948,0.948051948051948,0.00590157962747108,0.00590157962747108,0.006224953853633879,0.012813102826615986,0.014561894727489477,0.032044897786537324
M2_diverse,2,0.0,confounded,1,pooled_rank0,64,4,0,0.030843590284718385,0.04232870841148055,-0.008516553560261528,0.8701298701298701,0.8701298701298701,0.0027079471695263192,0.0027079471695263192,0.0031121183888586056,0.006269755787305798,0.0072405946980955704,0.03472508564275763
M2_diverse,2,0.0,confounded,1,MSCSC_correct_source,16,0,0,0.028911197474268284,0.04079228419564849,-0.0013690778659243609,0.7402597402597403,0.7402597402597403,0.004500207683452073,0.004500207683452073,0.006079227923259817,0.012678941327329609,0.014561894727489477,0.04202373073510083
