kappa,lambda_reward,condition,mixture,seed,method,action,anchor_id,prediction,mae,rmse,signed_bias
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,base,,,0.01188483306270537,0.016507948669782658,0.005737158968748148
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,plus,,,0.011755988969939185,0.016543235835769454,0.005064553900052118
0.0,0.0,confounded,logger1_heavy,1,oracle_u_aware,all,,,0.013719708619685226,0.01945693142157116,0.007336850689102308
0.0,0.0,confounded,logger1_heavy,1,oracle_u_aware,minus,,,0.013370757566298573,0.019108639674666063,0.006927038972075155
0.0,0.0,confounded,logger1_heavy,1,oracle_u_aware,base,,,0.013593648602194036,0.019282590351122605,0.007384842520275773
0.0,0.0,confounded,logger1_heavy,1,oracle_u_aware,plus,,,0.01419471969056306,0.019968929369541585,0.007698670574955999
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,all,,,0.01011809480714318,0.015688810821699577,-0.0005773261116889226
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,minus,,,0.010133312653623851,0.015631361947177597,-0.0006491038392343879
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,base,,,0.009773851767910586,0.015333942949193748,-0.0004781135667057694
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,plus,,,0.010447119999895104,0.01609183247192292,-0.0006047609291266106
0.0,0.0,confounded,logger1_heavy,1,no_behavior,all,,,0.010315675330603971,0.015505995705668699,0.003901068984189122
0.0,0.0,confounded,logger1_heavy,1,no_behavior,minus,,,0.010581321622993078,0.01594283693635393,0.003968183917956173
0.0,0.0,confounded,logger1_heavy,1,no_behavior,base,,,0.010179418673306776,0.015257112446196238,0.0038852008183593895
0.0,0.0,confounded,logger1_heavy,1,no_behavior,plus,,,0.010186285695512052,0.015308630856402572,0.003849822216251803
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,all,,,0.010320567118363615,0.015837682547091506,-0.001843393870293751
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,minus,,,0.010462769334017399,0.016136190202146836,-0.0022327170047372357
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,base,,,0.010184161531898146,0.01571603329393695,-0.0017783583329194126
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,plus,,,0.0103147704891753,0.01565650754962122,-0.0015191062732246045
0.0,0.0,confounded,logger1_heavy,2,pooled_mlp,all,,,0.010909933996749815,0.01645373817177476,-0.0009611863320900028
