kappa,lambda_reward,condition,mixture,seed,method,diagnostic,latent,value,posterior_entropy,reward_mode_separation,latent_collapse,logger_id,action
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.6303529143333435,0.04105697572231293,0.0067873867228627205,True,2,base
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.18482354283332825,0.04105697572231293,0.0067873867228627205,True,2,plus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,prior,0,0.9933432340621948,0.03999894857406616,0.0070580849424004555,True,,
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,prior,1,0.006656733341515064,0.03999894857406616,0.0070580849424004555,True,,
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.48937347531318665,0.03999894857406616,0.0070580849424004555,True,0,minus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.017724357545375824,0.03999894857406616,0.0070580849424004555,True,0,base
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.4929022192955017,0.03999894857406616,0.0070580849424004555,True,0,plus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.4420125186443329,0.03999894857406616,0.0070580849424004555,True,0,minus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.12106609344482422,0.03999894857406616,0.0070580849424004555,True,0,base
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.4369213581085205,0.03999894857406616,0.0070580849424004555,True,0,plus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.48820236325263977,0.03999894857406616,0.0070580849424004555,True,1,minus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.01697339117527008,0.03999894857406616,0.0070580849424004555,True,1,base
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.49482426047325134,0.03999894857406616,0.0070580849424004555,True,1,plus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.4379046857357025,0.03999894857406616,0.0070580849424004555,True,1,minus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.12013314664363861,0.03999894857406616,0.0070580849424004555,True,1,base
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.44196221232414246,0.03999894857406616,0.0070580849424004555,True,1,plus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.020254556089639664,0.03999894857406616,0.0070580849424004555,True,2,minus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.9594908952713013,0.03999894857406616,0.0070580849424004555,True,2,base
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,0,0.020254556089639664,0.03999894857406616,0.0070580849424004555,True,2,plus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.16821013391017914,0.03999894857406616,0.0070580849424004555,True,2,minus
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.6635797619819641,0.03999894857406616,0.0070580849424004555,True,2,base
0.0,0.0,confounded,logger1_heavy,2,mechanism_separated,behavior_probability,1,0.16821013391017914,0.03999894857406616,0.0070580849424004555,True,2,plus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,prior,0,0.9762428998947144,0.1123211681842804,0.006567785050719976,False,,
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,prior,1,0.0237570907920599,0.1123211681842804,0.006567785050719976,False,,
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.44619080424308777,0.1123211681842804,0.006567785050719976,False,0,minus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.09697723388671875,0.1123211681842804,0.006567785050719976,False,0,base
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.4568319022655487,0.1123211681842804,0.006567785050719976,False,0,plus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.4236738979816437,0.1123211681842804,0.006567785050719976,False,0,minus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.15013852715492249,0.1123211681842804,0.006567785050719976,False,0,base
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.4261876046657562,0.1123211681842804,0.006567785050719976,False,0,plus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.44835686683654785,0.1123211681842804,0.006567785050719976,False,1,minus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.09898979961872101,0.1123211681842804,0.006567785050719976,False,1,base
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.4526534080505371,0.1123211681842804,0.006567785050719976,False,1,plus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.42423680424690247,0.1123211681842804,0.006567785050719976,False,1,minus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.1522238403558731,0.1123211681842804,0.006567785050719976,False,1,base
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.423539400100708,0.1123211681842804,0.006567785050719976,False,1,plus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.46190088987350464,0.1123211681842804,0.006567785050719976,False,2,minus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.09840213507413864,0.1123211681842804,0.006567785050719976,False,2,base
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,0,0.4396969676017761,0.1123211681842804,0.006567785050719976,False,2,plus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.43740275502204895,0.1123211681842804,0.006567785050719976,False,2,minus
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.15528972446918488,0.1123211681842804,0.006567785050719976,False,2,base
