kappa,lambda_reward,condition,seed,method,top_set_disagreement,strict_flip,calibration_budget,calibration_replicate
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,128,9
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,9
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,128,9
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,128,9
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,10
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,10
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,10
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,10
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,10
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,10
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,8,10
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,8,10
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,8,10
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,8,10
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,8,10
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,8,10
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,16,10
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,16,10
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,16,10
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,16,10
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,16,10
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,16,10
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,32,10
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,32,10
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,32,10
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,32,10
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,32,10
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,32,10
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,64,10
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,64,10
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,64,10
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,64,10
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,64,10
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,64,10
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,10
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,128,10
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,128,10
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,10
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,128,10
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,128,10
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,11
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,11
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,11
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,11
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,11
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,11
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.24919093851132687,0.2459546925566343,8,11
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,8,11
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,8,11
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,8,11
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,8,11
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,8,11
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,16,11
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,16,11
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,16,11
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,16,11
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,16,11
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,16,11
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,32,11
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,32,11
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,11
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,32,11
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,32,11
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,32,11
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,11
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,64,11
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,11
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,64,11
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,64,11
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,64,11
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,11
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,128,11
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,11
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,11
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,128,11
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,11
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,12
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,12
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,12
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,12
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,12
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,12
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2524271844660194,0.2524271844660194,8,12
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,8,12
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,8,12
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,8,12
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,8,12
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,8,12
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.255663430420712,0.255663430420712,16,12
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,16,12
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,16,12
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,16,12
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,16,12
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,16,12
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,32,12
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,32,12
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,32,12
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,32,12
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,32,12
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,32,12
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,12
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,12
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,12
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,64,12
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,64,12
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,64,12
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,12
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,128,12
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,12
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,12
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,128,12
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,12
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,13
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,13
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,13
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,13
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,13
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,13
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2524271844660194,0.2524271844660194,8,13
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,8,13
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,8,13
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,8,13
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,8,13
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,8,13
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2686084142394822,0.2686084142394822,16,13
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,16,13
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,16,13
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,16,13
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,16,13
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,16,13
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,32,13
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,32,13
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,13
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,32,13
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,32,13
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,32,13
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,64,13
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,64,13
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,13
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,64,13
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,64,13
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,64,13
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,13
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,13
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,128,13
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,13
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,128,13
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,128,13
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,14
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,14
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,14
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,14
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,14
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,14
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,8,14
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,8,14
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,8,14
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3333333333333333,0.3333333333333333,8,14
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,8,14
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,8,14
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,16,14
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,16,14
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,16,14
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,16,14
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,16,14
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,16,14
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,14
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,32,14
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,14
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,32,14
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,32,14
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,32,14
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,14
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,64,14
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,14
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,64,14
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,64,14
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,64,14
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,14
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,128,14
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,14
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,14
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,128,14
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,14
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,15
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,15
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,15
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,15
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,15
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,15
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,8,15
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,8,15
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,8,15
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,8,15
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,8,15
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3333333333333333,0.3333333333333333,8,15
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.255663430420712,0.255663430420712,16,15
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,16,15
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,16,15
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3818770226537217,0.3818770226537217,16,15
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,16,15
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,16,15
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.26537216828478966,0.26537216828478966,32,15
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,32,15
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,32,15
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,32,15
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,32,15
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,32,15
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,64,15
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,64,15
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,15
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.3592233009708738,64,15
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,64,15
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,64,15
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,15
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,15
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,15
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,15
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,128,15
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,128,15
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,16
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,16
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,16
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,16
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,16
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,16
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.255663430420712,0.255663430420712,8,16
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,8,16
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,8,16
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,8,16
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,8,16
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,8,16
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,16,16
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,16,16
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,16,16
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,16,16
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,16,16
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,16,16
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,32,16
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,32,16
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,32,16
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,32,16
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,32,16
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,32,16
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,16
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,64,16
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,64,16
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,64,16
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,64,16
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,64,16
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,16
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,16
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,128,16
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,16
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,128,16
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,128,16
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,0,17
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,17
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,17
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,0,17
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,17
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,0,17
0.3,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,8,17
0.3,0.002,confounded,0,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,8,17
0.3,0.002,confounded,1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,8,17
0.3,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,8,17
0.3,0.002,confounded,3,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,8,17
0.3,0.002,confounded,4,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,8,17
