kappa,lambda_reward,condition,mixture,seed,variant,do_mae,do_rmse,rank_error,strict_flip,mean_regret,worst_tie_mean_regret
0.0,0.005,confounded,logger12_balanced,0,oracle_u_aware_ceiling,0.012347735652565157,0.0171828055871953,0.21035598705501618,0.21035598705501618,0.0007194568059510848,0.0007194568059510848
0.0,0.005,confounded,logger12_balanced,1,current_random_init,0.010245595515800057,0.015523418269472431,0.47572815533980584,0.47572815533980584,0.0021067418680440386,0.0021067418680440386
0.0,0.005,confounded,logger12_balanced,1,collapsed_constrained_reference,0.020820795032955648,0.027838548416255757,0.540453074433657,0.540453074433657,0.0025492104982957364,0.0025492104982957364
0.0,0.005,confounded,logger12_balanced,1,true_behavior_fixed,0.012978454417439528,0.01859878829860056,0.32362459546925565,0.32362459546925565,0.0013158651986546288,0.0013158651986546288
0.0,0.005,confounded,logger12_balanced,1,true_behavior_fixed_em,0.011682053627868874,0.017020746320872526,0.3268608414239482,0.3268608414239482,0.0014060377829002236,0.0014060377829002236
0.0,0.005,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,0.00998001255876052,0.015953453857539834,0.2621359223300971,0.2621359223300971,0.0009785409696010678,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,oracle_compatible_plugin,0.00998001255876052,0.015953453857539834,0.2621359223300971,0.2621359223300971,0.0009785409696010678,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,oracle_initialized_joint,0.009804771996462342,0.01569384759335017,0.3786407766990291,0.3786407766990291,0.0016114338409952082,0.0016114338409952082
0.0,0.005,confounded,logger12_balanced,1,oracle_u_aware_ceiling,0.009820487569374623,0.014828627330691511,0.19741100323624594,0.19741100323624594,0.0006317222342302519,0.0006317222342302519
0.0,0.005,confounded,logger12_balanced,2,current_random_init,0.011755617668992687,0.017623392501801206,0.4110032362459547,0.4110032362459547,0.001622602191594071,0.001622602191594071
0.0,0.005,confounded,logger12_balanced,2,collapsed_constrained_reference,0.012544405960458613,0.0181263974504221,0.459546925566343,0.459546925566343,0.001962747539352146,0.001962747539352146
0.0,0.005,confounded,logger12_balanced,2,true_behavior_fixed,0.020484319273273505,0.033537380493984977,0.45307443365695793,0.45307443365695793,0.002031955510004742,0.002031955510004742
0.0,0.005,confounded,logger12_balanced,2,true_behavior_fixed_em,0.013668495371036864,0.019116782664309925,0.42718446601941745,0.42394822006472493,0.001865084972899836,0.001866775867717696
0.0,0.005,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,0.012667198684994815,0.018457818342729675,0.2297734627831715,0.22653721682847897,0.0007396063322178348,0.0007515162771499697
0.0,0.005,confounded,logger12_balanced,2,oracle_compatible_plugin,0.012667198684994815,0.018457818342729675,0.2297734627831715,0.22653721682847897,0.0007396063322178348,0.0007515162771499697
0.0,0.005,confounded,logger12_balanced,2,oracle_initialized_joint,0.012561102415909523,0.018081365826107924,0.284789644012945,0.284789644012945,0.0010545061477287075,0.0010545061477287075
0.0,0.005,confounded,logger12_balanced,2,oracle_u_aware_ceiling,0.010212100808037439,0.016399998687300528,0.23300970873786409,0.23300970873786409,0.0008169389417138743,0.0008169389417138743
0.0,0.005,confounded,logger12_balanced,3,current_random_init,0.011044465181035686,0.015151427552039558,0.45307443365695793,0.45307443365695793,0.001952682625867227,0.001952682625867227
0.0,0.005,confounded,logger12_balanced,3,collapsed_constrained_reference,0.011829272364060946,0.016221917114103198,0.43042071197411,0.43042071197411,0.0017902994901415846,0.0017902994901415846
0.0,0.005,confounded,logger12_balanced,3,true_behavior_fixed,0.01442562545639095,0.02054317910800892,0.41423948220064727,0.41423948220064727,0.0016791584260583314,0.0016791584260583314
