kappa,lambda_reward,condition,mixture,seed,alpha,validation_nll,train_fitted_log_scale,do_mae,rank_error,mean_regret
0.0,0.02,confounded,logger12_balanced,2,0.1,-1.5341915133236206,-3.815153547332425,0.013224083512291778,0.2783171521035599,0.0010183040556504463
0.0,0.02,confounded,logger12_balanced,2,0.25,-1.5522756597487233,-3.8648293301661933,0.013224083512291778,0.2783171521035599,0.0010183040556504463
0.0,0.02,confounded,logger12_balanced,2,0.5,-1.5640521851598244,-3.9931615072540225,0.013224083512291778,0.2783171521035599,0.0010183040556504463
0.0,0.02,confounded,logger12_balanced,2,0.75,-1.4994580433624036,-4.242499315771951,0.013224083512291778,0.2783171521035599,0.0010183040556504463
0.0,0.02,confounded,logger12_balanced,2,1.0,-1.417526469336684,-4.437454076569327,0.013224083512291778,0.2783171521035599,0.0010183040556504463
0.0,0.02,confounded,logger12_balanced,3,0.0,-1.4564618554095698,-3.818645841062812,0.010587415220648743,0.20064724919093851,0.000695493163322071
0.0,0.02,confounded,logger12_balanced,3,0.1,-1.4665031383763227,-3.8555603994875405,0.010587415220648743,0.20064724919093851,0.000695493163322071
0.0,0.02,confounded,logger12_balanced,3,0.25,-1.4741211357372472,-3.9266097307412333,0.010587415220648743,0.20064724919093851,0.000695493163322071
0.0,0.02,confounded,logger12_balanced,3,0.5,-1.3973506670050748,-4.159311500398638,0.010587415220648743,0.20064724919093851,0.000695493163322071
0.0,0.02,confounded,logger12_balanced,3,0.75,-0.7842432157880783,-4.669870273632524,0.010587415220648743,0.20064724919093851,0.000695493163322071
0.0,0.02,confounded,logger12_balanced,3,1.0,-0.5852217418070488,-4.815942144359658,0.010587415220648743,0.20064724919093851,0.000695493163322071
0.0,0.02,confounded,logger12_balanced,4,0.0,-1.4701175254539711,-3.743523558424275,0.01588760304319325,0.42718446601941745,0.0017741431171640408
0.0,0.02,confounded,logger12_balanced,4,0.1,-1.480321233400083,-3.7676845316604375,0.01588760304319325,0.42718446601941745,0.0017741431171640408
0.0,0.02,confounded,logger12_balanced,4,0.25,-1.4916576465097489,-3.8124688471531027,0.01588760304319325,0.42718446601941745,0.0017741431171640408
0.0,0.02,confounded,logger12_balanced,4,0.5,-1.4911698154223845,-3.9257980163520823,0.01588760304319325,0.42718446601941745,0.0017741431171640408
0.0,0.02,confounded,logger12_balanced,4,0.75,-1.4360562690538299,-4.118264165668757,0.01588760304319325,0.42718446601941745,0.0017741431171640408
0.0,0.02,confounded,logger12_balanced,4,1.0,-1.38206841212929,-4.250108570215977,0.01588760304319325,0.42718446601941745,0.0017741431171640408
0.0,0.05,confounded,logger12_balanced,0,0.0,-0.8833679880055576,-2.9829849666012374,0.010564787806596932,0.22653721682847897,0.0007169186311815197
0.0,0.05,confounded,logger12_balanced,0,0.1,-0.9135417282217625,-3.0211424661639223,0.010564787806596932,0.22653721682847897,0.0007169186311815197
0.0,0.05,confounded,logger12_balanced,0,0.25,-0.957351400421655,-3.0970315459038824,0.010564787806596936,0.22653721682847897,0.0007169186311815197
0.0,0.05,confounded,logger12_balanced,0,0.5,-1.0231789360330072,-3.4533859130686926,0.010564787806596932,0.22653721682847897,0.0007169186311815197
0.0,0.05,confounded,logger12_balanced,0,0.75,-1.1377191700101097,-4.193030984933,0.010564787806596932,0.22653721682847897,0.0007169186311815197
0.0,0.05,confounded,logger12_balanced,0,1.0,-0.8470599082098526,-4.714796041656278,0.010564787806596932,0.22653721682847897,0.0007169186311815197
0.0,0.05,confounded,logger12_balanced,1,0.0,-0.8750452239815995,-2.9770111608976677,0.01083469673737361,0.21035598705501618,0.0007099080257503503
0.0,0.05,confounded,logger12_balanced,1,0.1,-0.9045721766759838,-3.0140858571921485,0.01083469673737361,0.21035598705501618,0.0007099080257503503
0.0,0.05,confounded,logger12_balanced,1,0.25,-0.9474873463909215,-3.086783602686671,0.01083469673737361,0.21035598705501618,0.0007099080257503503
0.0,0.05,confounded,logger12_balanced,1,0.5,-1.016358152847525,-3.3888586054216114,0.01083469673737361,0.21035598705501618,0.0007099080257503503
0.0,0.05,confounded,logger12_balanced,1,0.75,-1.1232648466101014,-4.108328891917167,0.010834696737373608,0.21035598705501618,0.0007099080257503503
0.0,0.05,confounded,logger12_balanced,1,1.0,-0.911418478009524,-4.622838457858835,0.01083469673737361,0.21035598705501618,0.0007099080257503503
0.0,0.05,confounded,logger12_balanced,2,0.0,-0.8780995060329857,-2.9708219015404347,0.0123487216719155,0.23300970873786409,0.0008305668460323061
0.0,0.05,confounded,logger12_balanced,2,0.1,-0.9089285210289292,-3.0083568142440105,0.0123487216719155,0.23300970873786409,0.0008305668460323061
