kappa,lambda_reward,condition,mixture,seed,variant,train_nll,validation_nll,test_nll,observational_reward_mae,do_mae,do_rmse,rank_error,strict_flip,mean_regret,worst_tie_mean_regret,latent_collapse,reward_mode_separation,behavior_separation,prior_p_z1,prior_error,posterior_entropy,posterior_effective_usage,posterior_u_accuracy,behavior_table_mae,label_permutation,posterior_label_flipped
0.0,0.002,confounded,logger12_balanced,1,oracle_u_aware_ceiling,-1.414804543991764,-1.2963539678198404,-1.3321254607566078,0.01195267460178336,0.011823506926277604,0.01676008876900731,0.2524271844660194,0.2524271844660194,0.0007836825581678196,0.0007836825581678196,False,0.0069630867201271925,,0.5,,0.0,1.0,1.0,,,False
0.0,0.002,confounded,logger12_balanced,2,current_random_init,-1.3638434410095215,-1.250820517539978,-1.2785602807998657,0.010309299917045798,0.010333813380580275,0.016156131169051593,0.32362459546925565,0.32362459546925565,0.0011838139265480743,0.0011856492809249478,True,0.007044127098130133,0.16165277361869812,0.006902638822793961,0.49309736117720604,0.03666238859295845,1.0373427429695439,0.5,0.18880744421233736,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,2,collapsed_constrained_reference,-1.32466721534729,-1.2238589525222778,-1.241353988647461,0.013611586188794192,0.01359892881300288,0.018944483164470297,0.313915857605178,0.313915857605178,0.0011625611055007792,0.0011625611055007792,True,0.0,0.0,0.5,,0.6931471805599453,2.0,0.5,0.15317546812196572,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,2,true_behavior_fixed,-1.1074814796447754,-0.8221435546875,-0.9494275450706482,0.02104686913665964,0.021046061935460693,0.03527202500566011,0.36245954692556637,0.36245954692556637,0.0016060835278849954,0.0016060835278849954,False,0.006792754693611605,0.3999999761581421,0.5,0.0,0.5094480514526367,1.6643722935063847,0.5,6.623182749422238e-09,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,2,true_behavior_fixed_em,-1.2688872814178467,-1.1839510202407837,-1.1999019384384155,0.014315638121323769,0.014260591109826342,0.019529335359275736,0.32038834951456313,0.32038834951456313,0.0013083840482127776,0.001319340687546794,False,0.006125168943633836,0.3999999761581421,0.5,0.0,0.5115772485733032,1.6679198455800364,0.5009708737864078,6.623182749422238e-09,"(0, 1)",True
0.0,0.002,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,-1.31820809841156,-1.2313259840011597,-1.2546240091323853,0.011567303603637922,0.011518841539225428,0.017216329449183405,0.2588996763754045,0.2588996763754045,0.0010122705501770508,0.0010122705501770508,False,0.006645609967550375,0.05576907843351364,0.5,0.0,0.6881176829338074,1.9899662582388988,0.5051779935275081,0.11474364135044807,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,2,oracle_compatible_plugin,-1.3203444480895996,-1.2323919534683228,-1.255549430847168,0.01158505622449887,0.011518841539225428,0.017216329449183405,0.2588996763754045,0.2588996763754045,0.0010122705501770508,0.0010122705501770508,False,0.006645609967550375,0.3999999761581421,0.5,0.0,0.5116322040557861,1.6680115094385857,0.5058252427184466,6.623182749422238e-09,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,2,oracle_initialized_joint,-2.3887791633605957,-1.5176219940185547,-1.7049058675765991,0.009916964318714777,0.00994068059606241,0.015517095403842354,0.29449838187702265,0.29449838187702265,0.0011529453946082088,0.0011529453946082088,False,0.006147425632458103,0.4204937815666199,0.49014949798583984,0.009850502014160156,0.46602508425712585,1.593646974297583,0.5080906148867314,0.007319058975025232,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,2,oracle_u_aware_ceiling,-1.3964397835816897,-1.2835602590822184,-1.301412674554078,0.013728046719764506,0.013768775970049444,0.01890248616852264,0.1941747572815534,0.1941747572815534,0.0006319087212504527,0.0006319087212504527,False,0.007887075671317988,,0.5,,0.0,1.0,1.0,,,False
0.0,0.002,confounded,logger12_balanced,3,current_random_init,-1.412421464920044,-1.2852199077606201,-1.3372466564178467,0.009705070577492841,0.009667332093763107,0.014680959270149408,0.26537216828478966,0.26537216828478966,0.0009698307744979573,0.0009698307744979573,True,0.006517000005717439,0.1795845478773117,0.9932576417922974,0.49325764179229736,0.0349930077791214,1.0356124675431893,0.5,0.19375292768494953,"(1, 0)",False
0.0,0.002,confounded,logger12_balanced,3,collapsed_constrained_reference,-1.3045358657836914,-1.2095682621002197,-1.2381539344787598,0.014466278649105229,0.014391047179732091,0.01959324163083492,0.2588996763754045,0.2588996763754045,0.0009327471212177313,0.0009327471212177313,True,0.0,0.0,0.5,,0.6931471805599453,2.0,0.5,0.15312261577281686,"(0, 1)",False
0.0,0.002,confounded,logger12_balanced,3,true_behavior_fixed,-1.3592286109924316,-1.245106816291809,-1.2885268926620483,0.013320200554609085,0.013313073385944839,0.01773898788061463,0.33980582524271846,0.33980582524271846,0.001427050013209842,0.001427050013209842,False,0.005240393330740526,0.3999999761581421,0.5,0.0,0.5123289823532104,1.6691741486620675,0.5009708737864078,6.623182749422238e-09,"(0, 1)",False
