kappa,lambda_reward,variant,metric,n_seeds,mean,sd,min,max,ci95_low,ci95_high,inferential_unit
0.0,0.005,oracle_initialized_joint,mean_regret,5,0.0014213981821477868,0.00029568591150841124,0.0010545061477287075,0.0018155278194292256,0.0010542556310517278,0.0017885407332438458,model_seed
0.0,0.005,oracle_initialized_joint,rank_error,5,0.34822006472491907,0.06031063654504373,0.284789644012945,0.4368932038834951,0.27333451861818586,0.42310561083165227,model_seed
0.0,0.005,oracle_initialized_joint,reward_mode_separation,5,0.006289738496123243,0.0008609684794638091,0.0056668491944804255,0.00771909526877048,0.0052207049315847924,0.007358772060661693,model_seed
0.0,0.005,oracle_initialized_joint,validation_nll,5,-1.523613452911377,0.07170249574228259,-1.5885709524154663,-1.4248772859573364,-1.6126438604559281,-1.4345830453668258,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,behavior_table_mae,5,0.08326355814977615,0.008477008926730893,0.07709600826148179,0.0980125347777647,0.07273796135300245,0.09378915494654985,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,do_mae,5,0.012493494535835436,0.0018627406820588882,0.00998001255876052,0.01521865993448631,0.010180596492933385,0.014806392578737487,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,mean_regret,5,0.0009140722199186928,0.00036493155734531213,0.0006175719986957735,0.00152202645164406,0.0004609498433545854,0.0013671945964828002,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,rank_error,5,0.2543689320388349,0.0685977276894307,0.1941747572815534,0.36893203883495146,0.1691936032082832,0.33954426086938666,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,reward_mode_separation,5,0.010941181985574118,0.0007801703048779965,0.010045978847445756,0.012184486807784847,0.009972472605539453,0.011909891365608783,model_seed
0.0,0.005,oracle_reward_fixed_learn_behavior,validation_nll,5,-1.2319576263427734,0.008485132141715963,-1.2430613040924072,-1.2207727432250977,-1.2424933094431436,-1.2214219432424032,model_seed
0.0,0.005,oracle_u_aware_ceiling,do_mae,5,0.010700238653593697,0.0010157944821943916,0.009820487569374623,0.012347735652565157,0.009438963215478885,0.01196151409170851,model_seed
0.0,0.005,oracle_u_aware_ceiling,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.005,oracle_u_aware_ceiling,mean_regret,5,0.0007513474910339097,8.251077596186144e-05,0.0006317222342302519,0.0008385316047686104,0.0006488968310582096,0.0008537981510096098,model_seed
0.0,0.005,oracle_u_aware_ceiling,rank_error,5,0.21941747572815534,0.019605347871664677,0.19741100323624594,0.2459546925566343,0.19507422110364847,0.2437607303526622,model_seed
0.0,0.005,oracle_u_aware_ceiling,reward_mode_separation,5,0.010785068923414671,0.0009417138594083842,0.009877249853384682,0.0123545308909656,0.009615776727577758,0.011954361119251584,model_seed
0.0,0.005,oracle_u_aware_ceiling,validation_nll,5,-1.2912309494091414,0.020358900119326083,-1.3089157127513438,-1.2649839328843508,-1.3165098627303349,-1.265952036087948,model_seed
0.0,0.005,true_behavior_fixed,behavior_table_mae,5,6.623182749422238e-09,0.0,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,model_seed
0.0,0.005,true_behavior_fixed,do_mae,5,0.014640216838974412,0.003440743452768122,0.011533330866502193,0.020484319273273505,0.010367969566616914,0.01891246411133191,model_seed
0.0,0.005,true_behavior_fixed,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.005,true_behavior_fixed,mean_regret,5,0.0017260861778609158,0.00041248683063076154,0.0013158651986546288,0.0022517810403003954,0.0012139161305335247,0.002238256225188307,model_seed
0.0,0.005,true_behavior_fixed,rank_error,5,0.4058252427184466,0.07413758479366397,0.32362459546925565,0.49838187702265374,0.31377127276637506,0.49787921267051816,model_seed
