kappa,condition,mixture,lambda_reward,method,metric,n_seeds,mean,sd,ci95_low,ci95_high
0.0,confounded,logger1_heavy,0.002,source_conditioned_decoder,mae,5,0.011090266533363573,0.0004310283838289676,0.010555074106959189,0.011625458959767958
0.0,confounded,logger1_heavy,0.002,source_conditioned_decoder,top_set_disagreement,5,0.29190938511326864,0.029430271959584878,0.2553668759637063,0.328451894262831
0.0,confounded,logger1_heavy,0.002,source_conditioned_decoder,mean_regret,5,0.0010555450387921639,0.00015866062755631274,0.0008585418496230739,0.0012525482279612539
0.0,confounded,logger1_heavy,0.002,per_source_models,mae,5,0.009693229097886965,0.0009893053420198172,0.008464844271470295,0.010921613924303636
0.0,confounded,logger1_heavy,0.002,per_source_models,top_set_disagreement,5,0.2776699029126214,0.02815719965586564,0.24270812180969753,0.31263168401554525
0.0,confounded,logger1_heavy,0.002,per_source_models,mean_regret,5,0.0009946722622244312,0.00012840072427354284,0.0008352417055506846,0.0011541028188981777
0.0,confounded,logger1_heavy,0.002,mechanism_separated,mae,5,0.010861686680905227,0.000589448149299229,0.010129790135112535,0.011593583226697918
0.0,confounded,logger1_heavy,0.002,mechanism_separated,top_set_disagreement,5,0.3579288025889968,0.03874044595895253,0.3098261855674068,0.40603141961058675
0.0,confounded,logger1_heavy,0.002,mechanism_separated,mean_regret,5,0.0013706723082742198,0.00018650395373247177,0.0011390970634019486,0.001602247553146491
0.0,confounded,logger1_heavy,0.002,oracle_u_aware,mae,5,0.011423184863622888,0.0007014028331540653,0.010552278217457361,0.012294091509788415
0.0,confounded,logger1_heavy,0.002,oracle_u_aware,top_set_disagreement,5,0.2627831715210356,0.03481033478194138,0.2195604320568786,0.3060059109851926
0.0,confounded,logger1_heavy,0.002,oracle_u_aware,mean_regret,5,0.0009697597629731377,0.00016041589863273953,0.0007705771169013603,0.0011689424090449152
0.0,confounded,logger1_heavy,0.002,source_shuffle,mae,5,0.011043238092383766,0.0006352052229937306,0.010254526635521455,0.011831949549246077
0.0,confounded,logger1_heavy,0.002,source_shuffle,top_set_disagreement,5,0.3119741100323624,0.03954316477438427,0.2628747859569701,0.3610734341077547
